id	name	type	type_id
45251	HL-310-type fence board production lines	PRODUCT	10
45252	JZW digital control folders	PRODUCT	10
45254	Intelligent Storage	SECTOR	11
45255	Scrapped Vehicle Recycling	SECTOR	11
45256	Lithium Battery Recycling	SECTOR	11
45257	New Energy Engineering	SECTOR	11
45258	Heavy Industry Manufacturing	SECTOR	11
45259	Automatic Production System	SECTOR	11
45260	Automatic Storage	SECTOR	11
45261	Tyre Manufacturing	SECTOR	11
45262	Machine Tool Manufacturing	SECTOR	11
45263	Power Battery Manufacturing	SECTOR	11
45265	Chemicals and Logistics Sector	SECTOR	11
45266	Logistics Sector	SECTOR	11
45267	Chemicals Sector	SECTOR	11
45268	Chemicals Business	SECTOR	11
45269	Logistics Business in China	SECTOR	11
45270	Chemicals Business in China	SECTOR	11
45272	Refrigeration Components	PRODUCT	10
45273	Refrigeration and Air-Conditioning Equipment	PRODUCT	10
45274	Automotive Thermal Management Systems	PRODUCT	10
45275	Electronic Expansion Valves	PRODUCT	10
45276	Four-Way Valves	PRODUCT	10
45277	Globe Valves	PRODUCT	10
45278	Solenoid Valves	PRODUCT	10
45279	Small Pressure Vessels	PRODUCT	10
45280	Integrated Pipeline Components	PRODUCT	10
45282	Electrical Papers	PRODUCT	10
45283	Electrolytic Capacitor Papers	PRODUCT	10
45284	Supercapacitor Papers	PRODUCT	10
45285	Power Cable Papers	PRODUCT	10
45286	Non-Heat and Heat-Sealed Tea Filter Papers	PRODUCT	10
45287	Dessicant Wrapping Papers	PRODUCT	10
45288	Food Wrapping Papers	PRODUCT	10
45289	Cigarette Tipping Base Papers	PRODUCT	10
45290	Vacuum Cleaner Bag Papers	PRODUCT	10
45291	Washi and Two-Sided Base Papers	PRODUCT	10
45293	Daily Chemicals	SECTOR	11
45295	Energy-Saving Technology Promotion Service	SECTOR	11
45296	Fund Management Activities	SECTOR	11
45297	Wholesale of Coal and Products	SECTOR	11
45300	Real Estate Marketing	SECTOR	11
45301	Bulk Commodity Trade	SECTOR	11
45302	Public Utilities	SECTOR	11
45303	Other Related Fields	SECTOR	11
45305	Banking and payment	SECTOR	11
45306	IOT	SECTOR	11
45307	Government and public sectors	SECTOR	11
45309	1998	CONCEPT	8
45311	China Southeast Asia	GPE	1
45312	Macromolecules	PRODUCT	10
45313	Biosimilars	PRODUCT	10
45314	Generic Drugs	PRODUCT	10
45315	Synthetic Biologics	PRODUCT	10
45316	Special Traditional Chinese Medicines	PRODUCT	10
45318	Antihypertensive	PRODUCT	10
45319	Gastrointestinal promotion	PRODUCT	10
45320	Antidiabetic	PRODUCT	10
45321	Antiepileptic	PRODUCT	10
45322	Antihistamine	PRODUCT	10
45323	H+ pump depressant	PRODUCT	10
45324	Antihyper cholesterolemia	PRODUCT	10
45325	Histamine H2 receptor blockader	PRODUCT	10
45328	Yuhuan	GPE	1
45329	Pattern	CONCEPT	8
45330	Heavy	CONCEPT	8
45331	Zigzag	CONCEPT	8
45333	Medical testing equipment	PRODUCT	10
45334	Automatic modular and clinical chemistry analyzer	PRODUCT	10
45335	CLIA reagents tests	PRODUCT	10
45336	Disease control and prevention centers	ORG	5
45337	Blood centers	ORG	5
45339	Aviation Technology Research and Development	SECTOR	11
45340	Aviation Product Manufacturing	SECTOR	11
45341	Aviation Training	SECTOR	11
45342	Aviation Material Maintenance	SECTOR	11
45343	Gas Turbine Engineering	SECTOR	11
45344	Leasing Activities	SECTOR	11
45346	Offline Stores	SECTOR	11
45347	Online Malls	SECTOR	11
45348	3C Products	PRODUCT	10
45349	Mother-and-Baby Care Products	PRODUCT	10
45350	Department Store Products	PRODUCT	10
45351	Retail Cloud Franchised Stores	SECTOR	11
45356	Micro-motors	PRODUCT	10
45357	Optoelectronic and Optical Communication Devices	PRODUCT	10
45359	Drill Chucks	PRODUCT	10
45360	Saw Blades	PRODUCT	10
45361	Powder Metallurgy Parts	PRODUCT	10
45362	Parts for Oil Pump of Automobiles	PRODUCT	10
45363	Parts for Angular Connected Axels	PRODUCT	10
45364	Parts for Angular Grinders	PRODUCT	10
45365	Parts for Circular Saws	PRODUCT	10
45366	Parts for Reciprocating Saws	PRODUCT	10
45367	Parts for Double and Single Speed Gear Boxes	PRODUCT	10
45368	Parts for Electric Screw Drivers	PRODUCT	10
45369	Parts for Single and Double Speed Gear Boxes	PRODUCT	10
45371	LCD TV	PRODUCT	10
45372	Display	PRODUCT	10
45373	Poster Frame	PRODUCT	10
45374	Movie Theater Ad Network	SECTOR	11
45377	Machine Embroidery Processing Business	SECTOR	11
45378	Sales Training and Consulting Activities	SECTOR	11
45379	Interior Decoration Business	SECTOR	11
45380	Foreign Trade and Investment Operations	SECTOR	11
45381	Clothing Raw and Auxiliary Materials Business	SECTOR	11
45382	Computer Software and Hardware Business	SECTOR	11
45384	Clinical Test Reagents	PRODUCT	10
45385	Supporting Consumables	PRODUCT	10
45386	Medical Examination	SECTOR	11
45387	Health Consultation and Management	SECTOR	11
45388	Genetic Susceptibility Gene Testing	SECTOR	11
45389	Tumor Marker Testing	SECTOR	11
45390	Cervical Cancer Screening	SECTOR	11
45391	Routine Physical Examination	SECTOR	11
45392	Other Health Services	SECTOR	11
45393	Sun Yat-Sen University	ORG/GOV	6
45395	Tire molds	PRODUCT	10
45396	Hydraulic vulcanizing presses	PRODUCT	10
45398	Jiedong	GPE	1
45400	Cookware	SECTOR	11
45402	InterContinental Hefu Resort Hotel	PRODUCT	10
45403	Hotel Indigo Lijiang Ancient Town	PRODUCT	10
45404	Batang Holiday Hotel	PRODUCT	10
45405	Hotel Indigo Lijiang Old Town	PRODUCT	10
45406	Tea Horse Road Lishi Mountain Residence	PRODUCT	10
45407	Passenger Ropeway	PRODUCT	10
45409	Kitchen Waste	PRODUCT	10
45410	Environmental Industry Projects	SECTOR	11
45413	Optics and Optoelectronics	PRODUCT	10
45414	Optical Parts	PRODUCT	10
45415	Plastic Structural Parts	PRODUCT	10
45416	Plastic Lens	PRODUCT	10
45417	Aspherical Moulded Glass Lens	PRODUCT	10
45418	Spherical Glass Lens	PRODUCT	10
45419	Optical Precision Molds	PRODUCT	10
45420	HD Wide Angle Lens and Modules	PRODUCT	10
45421	Vehicle Camera Lens	PRODUCT	10
45422	Blind Spot Surveillance Lens	PRODUCT	10
45423	Anti-Collision Warning Lens	PRODUCT	10
45425	Civil Explosive Equipment Products	PRODUCT	10
45426	Demolition Works	SECTOR	11
45427	Transportation of Dangerous Goods	SECTOR	11
45428	Ecological Protection and Environmental Management Business	SECTOR	11
45429	Blasting Technology Development	SECTOR	11
45430	Urban Reconstruction	SECTOR	11
45431	National Defense Construction	SECTOR	11
45433	Port-related services	SECTOR	11
45434	Bonded storage of petrochemical products	PRODUCT	10
45437	Crop Seeds	PRODUCT	10
45438	Laizhou	GPE	1
45439	Laizhou Academy Of Agricultural Sciences	ORG	5
45441	Colored Yarns	PRODUCT	10
45442	Medium Grade Yarns	PRODUCT	10
45443	High-Grade Yarns	PRODUCT	10
45444	High-End New Gray Yarns	PRODUCT	10
45445	Dyed Yarns	PRODUCT	10
45447	Environmentally Friendly Furniture Panels	PRODUCT	10
45449	Health Examination Business	SECTOR	11
45450	Health Consultation	PRODUCT	10
45451	Health Assessment	PRODUCT	10
45452	Health Intervention Services	PRODUCT	10
45453	Professional Prevention	PRODUCT	10
45454	Health Protection	PRODUCT	10
45455	Medical Housekeeping	PRODUCT	10
45456	Health Check	PRODUCT	10
45457	Health Advisory	PRODUCT	10
45459	Abrasives	PRODUCT	10
45460	Grinding Tools	PRODUCT	10
45461	Precision Cutting Tools	PRODUCT	10
45462	Carbide Oil Pipe Threading Tools	PRODUCT	10
45463	CNC Tools	PRODUCT	10
45464	Hole Processing Tools	PRODUCT	10
45465	Bearing Tools	PRODUCT	10
45466	Automotive Tools	PRODUCT	10
45467	Gear Measuring Instrument	PRODUCT	10
45468	Laser Interferometer	PRODUCT	10
45469	Measuring Instruments	PRODUCT	10
45470	Coating Technology Services	PRODUCT	10
45472	Logo Design	SECTOR	11
45473	Lightening Design	SECTOR	11
45474	Space Planning and Design	SECTOR	11
45475	Building Structure Design	SECTOR	11
45476	Building Physical Design	SECTOR	11
45477	Parking Management Design	SECTOR	11
45478	Security Design	SECTOR	11
45479	Art Design	SECTOR	11
45480	Urban Design	SECTOR	11
45482	Integrated Circuit (IC) chips	PRODUCT	10
45483	Smart Card ICs	PRODUCT	10
45484	Smart Device ICs	PRODUCT	10
45485	Special Integrated Circuits	PRODUCT	10
45486	FPGAs	PRODUCT	10
45487	Power Semiconductor Device Products	PRODUCT	10
45489	Four-way reversing valves	PRODUCT	10
45490	Electronic and thermal expansion valves	PRODUCT	10
45491	Solenoid valves	PRODUCT	10
45492	Micro-channel heat exchangers	PRODUCT	10
45493	Omega pumps	PRODUCT	10
45494	Electronic water pumps	PRODUCT	10
45495	Energy vehicle thermal management integrated components	PRODUCT	10
45496	Accumulators	PRODUCT	10
45498	Hospitals and Health Centres	SECTOR	11
45499	Modern Logistics	SECTOR	11
45500	Industry and Scientific Engineering	SECTOR	11
45501	Water Engineering and Environment	SECTOR	11
45502	Culture, Tourism, and Commerce Sectors	SECTOR	11
45503	Equipment Research and Development	SECTOR	11
45505	Smart Home Products and Services	SECTOR	11
45506	Terminal Products	PRODUCT	10
45507	Middleware Products	PRODUCT	10
45508	Smart Platform Products	PRODUCT	10
45509	Operation Business Products and Services	PRODUCT	10
45510	Internet Products	PRODUCT	10
45511	Software and Hardware Solutions	PRODUCT	10
45512	Smart Platforms	PRODUCT	10
45513	Big-Data Platforms	PRODUCT	10
45514	Interactive Live Broadcast Platforms	PRODUCT	10
45515	VR and Panorama	PRODUCT	10
45516	MOUI Management Systems	PRODUCT	10
45517	Message Engine Systems	PRODUCT	10
45518	Terminal Software Intelligent Upgrade Systems	PRODUCT	10
45520	Salt Products	PRODUCT	10
45523	Textile Auxiliaries	PRODUCT	10
45524	Pretreatment Agents	PRODUCT	10
45525	Dyeing Auxiliaries	PRODUCT	10
45526	Finishing Agents	PRODUCT	10
45527	Printing Chemicals	PRODUCT	10
45528	Cyclopentane	PRODUCT	10
45529	Enzyme Products	PRODUCT	10
45531	Telematics Technology	SECTOR	11
45532	Card Edge Connectors	PRODUCT	10
45533	I/O Connectors	PRODUCT	10
45534	CPU Socket Connectors	PRODUCT	10
45535	High Speed Connectors and Cabling	PRODUCT	10
45536	Wire to Board Connectors	PRODUCT	10
45537	Wiring Harnesses	PRODUCT	10
45538	FFC and DCDC products	PRODUCT	10
45539	Lens	PRODUCT	10
45541	PV solar products	PRODUCT	10
45542	Permanent magnet ferrite sintered and bonded powder products	PRODUCT	10
45543	Hard alloy components	PRODUCT	10
45544	Inductor components	PRODUCT	10
45545	Motor components	PRODUCT	10
45546	5G RF device components	PRODUCT	10
45547	Electromagnetic actuator components	PRODUCT	10
45548	Cap components	PRODUCT	10
45549	Wireless charging moudle components	PRODUCT	10
45550	Motor housing components	PRODUCT	10
45551	PV solar module products	PRODUCT	10
45553	Ferrite magnetic materials	PRODUCT	10
45554	Magnetic separation and crushing equipment	PRODUCT	10
45555	Ferrite magnet	PRODUCT	10
45556	Neodymium magnets	PRODUCT	10
45557	Manganous-manganic oxide	PRODUCT	10
45558	Permanent wet drum magnetic separators	PRODUCT	10
45559	Drum permanent magnetic separators	PRODUCT	10
45560	Multi-poles rising magnetic separators	PRODUCT	10
45561	Dry permanent magnetic separators	PRODUCT	10
45562	Roll type high intensity permanent magnetic separators	PRODUCT	10
45563	Deironing magnetic separators	PRODUCT	10
45564	Permanent magnetic dehydration tanks	PRODUCT	10
45566	Industrial Automation Instruments	PRODUCT	10
45567	Pressure Transmitters	PRODUCT	10
45568	Home Flowmeters	PRODUCT	10
45569	Ele Flowmeters	PRODUCT	10
45570	Vortex Flowmeters	PRODUCT	10
45571	Ele Water Meters	PRODUCT	10
45572	Ele Heat Meters	PRODUCT	10
45573	Temperature Instruments	PRODUCT	10
45574	Electric Actuators	PRODUCT	10
45575	System Integration Products	PRODUCT	10
45576	Thermal Mass Flowmeters	PRODUCT	10
45577	Coriolis Flowmeter	PRODUCT	10
45578	Metal Rotor Flow Meters	PRODUCT	10
45580	Property Gardening	SECTOR	11
45581	Conference Hotel	SECTOR	11
45583	Highway engineering	SECTOR	11
45584	Electromechanical installation engineering	SECTOR	11
45585	Foundation engineering	SECTOR	11
45586	Steel structures	SECTOR	11
45588	Ports and terminals	PRODUCT	10
45589	Underground Engineering	SECTOR	11
45590	Prefabricated Components	PRODUCT	10
45592	Highways and Bridges	PRODUCT	10
45593	Underground Space and Pipe Corridors	PRODUCT	10
45594	Water Environmental Protection	PRODUCT	10
45595	Infrastructure Project Investment and Construction	SECTOR	11
45596	International Education Business	SECTOR	11
45598	Energy and Power Industry	SECTOR	11
45599	Information Technology Products and Services	PRODUCT	10
45600	Software and Hardware Products and Services	PRODUCT	10
45601	Information Planning	PRODUCT	10
45602	Power Distribution Network Information Services	PRODUCT	10
45603	Management Tools	PRODUCT	10
45604	Project Management Solutions	PRODUCT	10
45605	Business Travel Management Solutions	PRODUCT	10
45606	Business Outsourcing Platforms	PRODUCT	10
45607	Power Group Enterprises	SECTOR	11
45608	Digital Enterprise and Smart Energy Products	PRODUCT	10
45609	Integrating Photovoltaic Power Plant Investment	PRODUCT	10
45611	Spandex	PRODUCT	10
45612	Cyclohexanone	PRODUCT	10
45613	Ruian	GPE	1
45614	Textile products	SECTOR	11
45615	Power and heat cogeneration business	SECTOR	11
45616	Qianxi spandex yarn	PRODUCT	10
45617	Differentiated spandex	PRODUCT	10
45618	Benzene related products	PRODUCT	10
45619	Textile products import and export	CONCEPT	8
45620	Medical bandage	PRODUCT	10
45621	Fabric ribbon	PRODUCT	10
45622	Diapers	PRODUCT	10
45624	Smart Hospital	PRODUCT	10
45625	Smart Health	PRODUCT	10
45626	Internet Medical	PRODUCT	10
45627	Smart Elderly Care Medical	PRODUCT	10
45628	Cloud Products	PRODUCT	10
45629	Industry 4.0	PRODUCT	10
45630	Emergency Management Solutions	PRODUCT	10
45631	Weak Current	PRODUCT	10
45632	Commercial Image Archive Management	PRODUCT	10
45633	Public Security Industry Solutions	PRODUCT	10
45635	Refractories	PRODUCT	10
45636	Magnesia	PRODUCT	10
45637	Forsterite	PRODUCT	10
45638	Fireclay	PRODUCT	10
45639	Insulation Bricks	PRODUCT	10
45640	Magnesia-Hercynite	PRODUCT	10
45641	Magnesia-Alumina-Zirconia	PRODUCT	10
45642	Resistant	PRODUCT	10
45643	Phosphate Bonded	PRODUCT	10
45644	Alkali Resistant	PRODUCT	10
45645	Corundum/Mulite Based Abrasion Resistant	PRODUCT	10
45646	Andalusite Containing Abrasion and Thermal Shock Resistant	PRODUCT	10
45647	Abrasion Resistant	PRODUCT	10
45648	Anti-Crust	PRODUCT	10
45650	Kraft liner boards	PRODUCT	10
45651	White top linerboards	PRODUCT	10
45652	Bobbin base papers	PRODUCT	10
45653	Corrugated base papers	PRODUCT	10
45654	Corrugated cardboards	PRODUCT	10
45655	Paper boxes	PRODUCT	10
45656	Specialty papers	PRODUCT	10
45658	Fresh sea treasures	PRODUCT	10
45659	Frozen and fresh prepared food products	PRODUCT	10
45660	Nutritious and nourishing food products	PRODUCT	10
45661	Snack food products	PRODUCT	10
45662	Breeding of sea treasures	CONCEPT	8
45663	Sea food research and development	CONCEPT	8
45664	Fishing equipment	CONCEPT	8
45666	Internet Acceleration	SECTOR	11
45667	Investment Real Estate	SECTOR	11
45668	Daily Sundries	PRODUCT	10
45669	Internet Traffic Procurement	PRODUCT	10
45670	Bandwidth Optimization	PRODUCT	10
45671	Metallic Ores	PRODUCT	10
45672	Non-Metallic Ores	PRODUCT	10
45675	Mixing Solutions	PRODUCT	10
45676	Mixer Feeding Systems	PRODUCT	10
45677	Chemical Weighing Systems	PRODUCT	10
45678	Rubber Grinding and Blending Systems	PRODUCT	10
45679	Volumetric Metering Systems	PRODUCT	10
45680	Open Mill Automatic Mixing Systems	PRODUCT	10
45681	Batch-off Line Equipment	PRODUCT	10
45682	Inner-liner Production Lines	PRODUCT	10
45683	Pin Type Cold Feed Extruders	PRODUCT	10
45684	APH-2 AT-3 Apex Lines	PRODUCT	10
45685	Steel Cord Belt Cutters	PRODUCT	10
45686	Steel Cord Ply Cutting Lines	PRODUCT	10
45687	Fabric and Textile Ply Cutters	PRODUCT	10
45688	Tire Building Machines	PRODUCT	10
45690	Power Lithium Batteries	PRODUCT	10
45691	Lithium Iron Phosphate Materials and Batteries	PRODUCT	10
45692	Ternary Materials and Batteries	PRODUCT	10
45693	Power Battery Packs	PRODUCT	10
45694	Battery Management Systems	PRODUCT	10
45695	Energy Storage Battery Packs	PRODUCT	10
45696	Electric Commercial Vehicles	SECTOR	11
45697	Hybrid Vehicles	SECTOR	11
45699	Ferrous Metal Products	PRODUCT	10
45700	Spring Steel	PRODUCT	10
45701	Gear Steel	PRODUCT	10
45702	Bearing Steel	PRODUCT	10
45703	Wheel Steel	PRODUCT	10
45704	Axle Steel	PRODUCT	10
45705	Anchor Chain Steel	PRODUCT	10
45706	Non-quenched and tempered steel	PRODUCT	10
45707	High-pressure boiler pipe steel	PRODUCT	10
45708	High-quality carbon steel	PRODUCT	10
45709	Alloy Structural Steel	PRODUCT	10
45710	Other High-quality Special Steel Products	PRODUCT	10
45712	Energy saving lamps	PRODUCT	10
45713	Ceramic metal halide lamps	PRODUCT	10
45714	Home lamps	PRODUCT	10
45715	Automotive lighting products	PRODUCT	10
45716	Environmental purification products	PRODUCT	10
45718	Computer	PRODUCT	10
45719	High-tech	SECTOR	11
45720	Energy-saving products	PRODUCT	10
45721	Real estate sales	SECTOR	11
45722	Leasing business	SECTOR	11
45723	Central Park	PRODUCT	10
45724	Residential area	PRODUCT	10
45725	Elevator garden houses	PRODUCT	10
45726	Courtyard villas	PRODUCT	10
45728	Offset Papers	PRODUCT	10
45729	Coated Base Paper	PRODUCT	10
45730	Fast-Moving Consumer Products	PRODUCT	10
45731	Special Industrial Paper	PRODUCT	10
45732	Wood Pulp Products	PRODUCT	10
45734	Discrete semiconductor devices	PRODUCT	10
45735	General purpose rectifiers	PRODUCT	10
45736	Automotive rectifiers	PRODUCT	10
45737	Zener diodes	PRODUCT	10
45738	Schottky diodes	PRODUCT	10
45739	Fast recovery rectifiers	PRODUCT	10
45740	Super fast rectifiers	PRODUCT	10
45741	High efficiency rectifiers	PRODUCT	10
45742	Power rectifiers	PRODUCT	10
45743	High voltage rectifiers	PRODUCT	10
45744	Electronics lamp ballasts	PRODUCT	10
45745	PFC boost	PRODUCT	10
45748	Specialty Fiber Composite Materials	PRODUCT	10
45749	Track Transportation	SECTOR	11
45750	Chemical Corrosion	SECTOR	11
45752	Landscape	PRODUCT	10
45753	Processing and Manufacturing	CONCEPT	8
45754	Consultancy Services	CONCEPT	8
45755	Integral Space Environment	CONCEPT	8
45756	Special Effect	CONCEPT	8
45758	Pharmaceutical Production and Sales	SECTOR	11
45759	Medical Equipment and Personal Equipment Production and Sale	SECTOR	11
45760	Cardiovascular and cerebrovascular diseases	CONCEPT	8
45761	Nervous, respiratory, mental, and digestive system diseases	CONCEPT	8
45762	Orthopedic implant devices	PRODUCT	10
45763	Thoracolumbar fusion	CONCEPT	8
45764	Cervical fusion	CONCEPT	8
45765	Spinal internal fixation systems	CONCEPT	8
45767	Home Textile Products	PRODUCT	10
45768	Heat and Electricity	SECTOR	11
45769	Motor Industry	SECTOR	11
45770	Industrial Water Production	SECTOR	11
45771	Drinking Water Production	SECTOR	11
45773	Bathroom products	PRODUCT	10
45774	Residential products	PRODUCT	10
45775	Faucet components	PRODUCT	10
45776	Bathroom cabinets	PRODUCT	10
45777	Integral cabinets	PRODUCT	10
45779	Aluminum Alloy Auto Wheels	PRODUCT	10
45780	Magnesium Alloy Parts	PRODUCT	10
45781	Steel Stamping Parts	PRODUCT	10
45782	Environmental Protection Coating Products	PRODUCT	10
45784	Seawater seedling breeding	SECTOR	11
45785	Aquatic product processing	SECTOR	11
45786	Bonded warehousing	SECTOR	11
45787	Sea cucumbers	PRODUCT	10
45788	Turbots	PRODUCT	10
45789	Kelp seedling	PRODUCT	10
45790	Precious fish products	PRODUCT	10
45791	Aquatic food deep processing products	PRODUCT	10
45793	Blended Yarns and Fabrics	PRODUCT	10
45794	Yarn Dyed Fabrics	PRODUCT	10
45795	Grey Fabric	PRODUCT	10
45797	Ceramic Fiber	PRODUCT	10
45798	Alumina Fiber	PRODUCT	10
45799	Soluble Fiber	PRODUCT	10
45800	Basalt Fiber	PRODUCT	10
45801	Insulating Firebrick	PRODUCT	10
45802	Ceramic Fiber Blankets	PRODUCT	10
45803	Ceramic Fiber Bulks	PRODUCT	10
45804	Ceramic Fiber Boards	PRODUCT	10
45805	Alumina Fiber Modules	PRODUCT	10
45806	Soluble Fiber Boards	PRODUCT	10
45807	Basalt Fiber Modules	PRODUCT	10
45809	Transformation	SECTOR	11
45810	EPC Business	SECTOR	11
45811	Security Prevention and Control Services	SECTOR	11
45813	Lithium-ion Battery Electrolyte	PRODUCT	10
45814	Silane Coupling Agent	PRODUCT	10
45815	Financial Investment Businesses	SECTOR	11
45817	Consulting and Design Services	SECTOR	11
45818	Mass Storage	SECTOR	11
45819	Network and Data Security	SECTOR	11
45820	Data Center Computer Rooms	SECTOR	11
45821	IT System Architecture Design	SECTOR	11
45822	Hardware and Software Equipment Integration	SECTOR	11
45823	Platform Operation and Maintenance Services	SECTOR	11
45824	Internet of Things Terminal Equipment	PRODUCT	10
45825	4G/5G Communication Network	SECTOR	11
45826	Internet of Things Construction	SECTOR	11
45827	Internet of Things Networks	SECTOR	11
45828	Internet of Things Science Park Operation and Development Services	SECTOR	11
45830	Scented Candles	PRODUCT	10
45831	ALLL Beauty	PRODUCT	10
45832	Online Channel	CONCEPT	8
45834	Professional search engines	SECTOR	11
45835	Enterprise application software development	SECTOR	11
45837	Engineering Blasting Services	PRODUCT	10
45838	Detonating Tubes	PRODUCT	10
45839	Detonating Cords	PRODUCT	10
45840	Military Detonators	PRODUCT	10
45841	Integrated Civil Explosive System Integration Services	PRODUCT	10
45842	Hunan Nanling Industrial Explosive Materials Co., Ltd.	ORG	5
45844	Construction and Engineering Machineries	PRODUCT	10
45845	Aviation Equipment	PRODUCT	10
45846	Changsha, China	GPE	1
45847	Engineering Equipment	PRODUCT	10
45848	Shield Machinery	PRODUCT	10
45849	Mining Trucks	PRODUCT	10
45851	Zippers and Accessories	PRODUCT	10
45852	Nylon Zippers	PRODUCT	10
45853	Plastic Zippers	PRODUCT	10
45854	Metal Zippers	PRODUCT	10
45855	Recycle Zippers	PRODUCT	10
45856	Water Resistant Zippers	PRODUCT	10
45857	Sliders and Pullers	PRODUCT	10
45858	Long Chains	PRODUCT	10
45859	Metals and Plastic Pressing Castings	PRODUCT	10
45861	Hypoglycemic products	PRODUCT	10
45862	Clindamycin products	PRODUCT	10
45864	Feed Division	SECTOR	11
45865	Pharmaceutical Division	SECTOR	11
45866	Food Farming Division	SECTOR	11
45867	Protein Oil Division	SECTOR	11
45868	Agricultural Products Division	SECTOR	11
45870	Precision Aluminum Alloy Die Castings	PRODUCT	10
45871	Bulletproof Vehicles	PRODUCT	10
45872	Special Safety Vehicles	PRODUCT	10
45873	Special Industrial Vehicles	PRODUCT	10
45874	New Energy Electric Vehicles	PRODUCT	10
45875	Automobile Signboards	PRODUCT	10
45876	Radiator Grilles	PRODUCT	10
45877	Interior and Exterior Trims for Air Conditioning Outlets	PRODUCT	10
45878	Other Internal and External Accessories	PRODUCT	10
45880	Montelukast Sodium Intermediates	PRODUCT	10
45881	Rosuvastatin Series Intermediates	PRODUCT	10
45882	Vitamin E and its Intermediates	PRODUCT	10
45885	Printing Paper Products	PRODUCT	10
45886	Wholesale and Retail Trade	SECTOR	11
45887	Navigation Website Advertising	SECTOR	11
45888	Information Flow Advertising Agency	SECTOR	11
45889	Internet Marketing Business	SECTOR	11
45890	Sale of Company Brochures	SECTOR	11
45891	Sale of Photo Albums	SECTOR	11
45892	Sale of Art Painting Materials	SECTOR	11
45893	Sale of Children's Educational Stationery	SECTOR	11
45894	Export to Europe	GPE	1
45896	Card Payment	PRODUCT	10
45897	Blockchain Finance	PRODUCT	10
45898	Digital Asset Wallet	PRODUCT	10
45899	Supply Chain Financial Platform	PRODUCT	10
45900	Sim	PRODUCT	10
45901	ESIM	PRODUCT	10
45902	M2M Card	PRODUCT	10
45903	Smart Password Key	PRODUCT	10
45904	Electronic Token	PRODUCT	10
45905	Bluetooth USBKEY	PRODUCT	10
45906	Mobile Smart Terminal	PRODUCT	10
45907	Mobile Smart Terminal Mobile Phone Shield	PRODUCT	10
45909	Flat Panel Display Upstream Materials	PRODUCT	10
45910	Touch Devices	PRODUCT	10
45911	Capacitive Touch Screens	PRODUCT	10
45912	ITO Conductive Glasses	PRODUCT	10
45913	Color Filters	PRODUCT	10
45914	TFT-LCD Panels	PRODUCT	10
45915	Automotive Instrumentation	SECTOR	11
45916	Industrial Control Panel	SECTOR	11
45917	Professional Applications	SECTOR	11
45919	Oral Liquids	PRODUCT	10
45920	Mixtures	PRODUCT	10
45921	Tinctures	PRODUCT	10
45922	Syrups	PRODUCT	10
45923	Drugs for Cardiovascular and Cerebrovascular Diseases	PRODUCT	10
45924	Drugs for Musculoskeletal Disorders	PRODUCT	10
45925	Amber hydrazine particles	PRODUCT	10
45926	Pediatric Antipyretic granules	PRODUCT	10
45928	PE pipe systems	PRODUCT	10
45929	Li-ion battery separators	PRODUCT	10
45930	Composite piping systems	PRODUCT	10
45932	Methylamine	PRODUCT	10
45933	Dimethylformamide	PRODUCT	10
45934	Xingping	GPE	1
45936	Iron and steel products	PRODUCT	10
45937	Medium and thick plates	PRODUCT	10
45938	Round steel	PRODUCT	10
45939	Alloy strip steel	PRODUCT	10
45941	Ground support equipment	PRODUCT	10
45942	Fire-fighting equipment	PRODUCT	10
45943	Aircraft tractors	PRODUCT	10
45944	Passenger shuttle buses	PRODUCT	10
45945	Aircraft tank type refueling trucks	PRODUCT	10
45946	Aircraft deicing trucks	PRODUCT	10
45947	Airport snow removal trucks	PRODUCT	10
45948	400Hz aircraft power supplies	PRODUCT	10
45949	Passenger boarding bridges	PRODUCT	10
45950	Fire trucks	PRODUCT	10
45951	Emergency rescue vehicles	PRODUCT	10
45953	Low-Voltage Distribution Equipment	PRODUCT	10
45955	Hydropower generation	SECTOR	11
45956	Zinc smelting	SECTOR	11
45957	Extended products	SECTOR	11
45958	Qujing	GPE	1
45960	Communication Business	SECTOR	11
45961	Internet Advertising Media Business	SECTOR	11
45962	Wireless Coverage Products	PRODUCT	10
45963	Cellular Digital DAS Systems	PRODUCT	10
45964	Repeaters	PRODUCT	10
45965	Public Safety DAS Systems	PRODUCT	10
45966	Passive Products	PRODUCT	10
45967	Network Management and O-RAN Solutions	PRODUCT	10
45968	Wireless Network Products	PRODUCT	10
45969	LTE CPE	PRODUCT	10
45970	Indoor and Outdoor Base Stations	PRODUCT	10
45973	Semiconductor packaging materials	PRODUCT	10
45974	Stamping frameworks	PRODUCT	10
45975	Etching frames	PRODUCT	10
45976	Bonding wires	PRODUCT	10
45977	LED frameworks	PRODUCT	10
45978	Wire electrodes	PRODUCT	10
45979	Lead frames	PRODUCT	10
45981	Express Delivery Services	SECTOR	11
45982	Import and Export Services	SECTOR	11
45983	Transshipment Services	SECTOR	11
45984	Warehouse and Distribution Integration Solutions	SECTOR	11
45985	Collection, Sorting, Transshipment, and Delivery Services	SECTOR	11
45986	Package Response, Delivery Management, Operation Transfer, Trunk Transportation, Delivery Service	SECTOR	11
45987	Cold Chain Logistics Services	SECTOR	11
45988	Payment Collection	SECTOR	11
45989	Insured Business	SECTOR	11
45990	Store Transfer	SECTOR	11
45991	Sign Return	SECTOR	11
